) for {0},) kwa {0},
A {0} exists between {1} and {2} (,{0} ipo kati ya {1} na {2} (,
Absent,Haipo,
Accrual Journal Entry for salaries from {0} to {1},Usajili wa Taarifa ya Mishahara kutoka kwa {0} hadi {1},
Add to Details,Ongeza maelezo,
Added to details,Imeongezwa kwa maelezo,
All Jobs,Kazi zote,
Allocated Leaves,Alitoa Majani,
Annual Salary,Mshahara wa Kila mwaka,
Application period cannot be across two allocation records,Kipindi cha maombi haiwezi kuwa rekodi mbili za ugawaji,
Application period cannot be outside leave allocation period,Kipindi cha maombi hawezi kuwa nje ya kipindi cha ugawaji wa kuondoka,
Apply Now,Tumia Sasa,
Apprentice,Mwanafunzi,
Approval Status,Hali ya kibali,
Approval Status must be 'Approved' or 'Rejected',Hali ya kibali lazima iwe &#39;Imeidhinishwa&#39; au &#39;Imekataliwa&#39;,
As per your assigned Salary Structure you cannot apply for benefits,Kwa mujibu wa Mfumo wa Mshahara uliopangwa huwezi kuomba faida,
Assign,Weka,
Assign Salary Structure,Shirikisha Mfumo wa Mshahara,
Assign to Employees,Wape Waajiriwa,
Assigning Structures...,Kugawa Miundo ...,
Attendance,Mahudhurio,
Attendance From Date and Attendance To Date is mandatory,Kuhudhuria Kutoka Tarehe na Kuhudhuria hadi Tarehe ni lazima,
Attendance for employee {0} is already marked for this day,Kuhudhuria kwa mfanyakazi {0} tayari umewekwa alama kwa siku hii,
Attendance not submitted for {0} as it is a Holiday.,Mahudhurio hayajawasilishwa kwa {0} kama likizo.,
Bank Entries,Entries ya Benki,
Base,Msingi,
Beginner,Mwanzoni,
Birthday Reminder,Kikumbusho cha Kuzaliwa,
Bonus Payment Date cannot be a past date,Tarehe ya Malipo ya Bonus haiwezi kuwa tarehe iliyopita,
Calls,Wito,
Cannot find active Leave Period,Haiwezi kupata Kipindi cha Kuondoka,
Casual Leave,Kuondoka kwa kawaida,
Claimed Amount,Kiasi kilichodaiwa,
Compensatory Off,Off Compensation,
Contact Number,Namba ya mawasiliano,
Course,Kozi,
Create Disbursement Entry,Unda Uingilio wa Malipo,
Create Salary Slip,Unda Slip ya Mshahara,
Create Salary Slips,Unda Slips za Mshahara,
Creating Payment Entries......,Kujenga Entries Payment ......,
Creating Salary Slips...,Kujenga Slips za Mshahara ...,
Current,Sasa,
Current Job Openings,Open Job sasa,
Daily Work Summary,Muhtasari wa Kazi ya Kila siku,
Daily Work Summary Group,Kikundi cha Muhtasari wa Kazi Kila siku,
Date is repeated,Tarehe inarudiwa,
Debit A/C Number,Debit A / C Idadi,
Deduction,Utoaji,
Document Status,Hali ya Hati,
Earning,Kupata,
Employee A/C Number,Mfanyikazi A / C Idadi,
Employee Benefits,Faida ya Waajiriwa,
Employee Grade,Wafanyakazi wa darasa,
Employee Referral,Kuhamishwa kwa Waajiriwa,
Employee relieved on {0} must be set as 'Left',Wafanyakazi waliondolewa kwenye {0} lazima waweke kama &#39;kushoto&#39;,
Employee {0} already submited an apllication {1} for the payroll period {2},Mfanyakazi {0} tayari amewasilisha apllication {1} kwa muda wa malipo {2},
Employee {0} has no maximum benefit amount,Mfanyakazi {0} hana kiwango cha juu cha faida,
Employee {0} is not active or does not exist,Mfanyakazi {0} haifanyi kazi au haipo,
Employee {0} is on Leave on {1},Mfanyakazi {0} ni juu ya Acha kwenye {1},
