) for {0},) עבור {0},
A {0} exists between {1} and {2} (,{0} קיים בין {1} ל- {2} (,
Absent,נעדר,
Accrual Journal Entry for salaries from {0} to {1},ערך יומן צבירה למשכורות מ- {0} עד {1},
Add to Details,הוסף לפרטים,
Added to details,נוסף לפרטים,
All Jobs,כל הצעות העבודה,
Allocated Leaves,עלים שהוקצו,
Annual Salary,משכורת שנתית,
Application period cannot be across two allocation records,תקופת היישום לא יכולה להיות על פני שני רשומות הקצאה,
Application period cannot be outside leave allocation period,תקופת יישום לא יכולה להיות תקופה הקצאת חופשה מחוץ,
Apply Now,החל עכשיו,
Apprentice,Apprentice,
Approval Status,סטטוס אישור,
Approval Status must be 'Approved' or 'Rejected',"סטטוס אישור חייב להיות ""מאושר"" או ""נדחה""",
As per your assigned Salary Structure you cannot apply for benefits,"בהתאם למבנה השכר שהוקצה לך, אינך יכול להגיש בקשה להטבות",
Assign,להקצות,
Assign Salary Structure,הקצה מבנה שכר,
Assign to Employees,הקצה לעובדים,
Assigning Structures...,הקצאת מבנים ...,
Attendance,נוכחות,
Attendance From Date and Attendance To Date is mandatory,נוכחות מתאריך והנוכחות עד כה היא חובה,
Attendance for employee {0} is already marked for this day,הנוכחות לעובד {0} כבר מסומנת ליום זה,
Attendance not submitted for {0} as it is a Holiday.,הנוכחות לא הוגשה ל- {0} מכיוון שזה חג.,
Bank Entries,פוסט בנק,
Base,בסיס,
Beginner,מַתחִיל,
Birthday Reminder,תזכורת ליום הולדת,
Bonus Payment Date cannot be a past date,תאריך תשלום הבונוס לא יכול להיות תאריך עבר,
Calls,שיחות,
Cannot find active Leave Period,לא ניתן למצוא תקופת חופשה פעילה,
Casual Leave,חופשה מזדמנת,
Claimed Amount,סכום שנתבע,
Compensatory Off,Off המפצה,
Contact Number,מספר איש קשר,
Course,קוּרס,
Create Disbursement Entry,צור כניסה לתשלום,
Create Salary Slip,צור שכר Slip,
Create Salary Slips,צור תלושי שכר,
