) for {0},) pre {0},
A {0} exists between {1} and {2} (,A {0} existuje medzi {1} a {2} (,
Absent,neprítomný,
Accrual Journal Entry for salaries from {0} to {1},Záznam o účtovaní časového rozlíšenia pre platy od {0} do {1},
Add to Details,Pridať do Podrobnosti,
Added to details,Pridané k podrobnostiam,
All Jobs,všetky Jobs,
Allocated Leaves,Pridelené listy,
Annual Salary,Ročné Plat,
Application period cannot be across two allocation records,Obdobie žiadosti nemôže prebiehať medzi dvoma alokačnými záznamami,
Application period cannot be outside leave allocation period,Obdobie podávania žiadostí nemôže byť alokačné obdobie vonku voľno,
Apply Now,Nainštalovať teraz,
Apprentice,učeň,
Approval Status,Stav schválení,
Approval Status must be 'Approved' or 'Rejected',"Stav schválení musí být ""schváleno"" nebo ""Zamítnuto""",
As per your assigned Salary Structure you cannot apply for benefits,Podľa vašej pridelenej štruktúry platov nemôžete požiadať o výhody,
Assign,Priradiť,
Assign Salary Structure,Priraďte štruktúru platu,
Assign to Employees,Priradenie zamestnancom,
Assigning Structures...,Priradenie štruktúr ...,
Attendance,Účast,
Attendance From Date and Attendance To Date is mandatory,Účast Datum od a docházky do dnešního dne je povinná,
Attendance for employee {0} is already marked for this day,Účasť na zamestnancov {0} je už označený pre tento deň,
Attendance not submitted for {0} as it is a Holiday.,"Účasť sa nepredložila za {0}, pretože ide o dovolenku.",
Bank Entries,bankový Príspevky,
Base,Základ,
Beginner,začiatočník,
Birthday Reminder,Pripomenutie narodenín,
Bonus Payment Date cannot be a past date,Bonus Dátum platby nemôže byť minulý dátum,
Calls,Volania,
Cannot find active Leave Period,Nedá sa nájsť aktívne obdobie neprítomnosti,
Casual Leave,Bežná priepustka,
Claimed Amount,Požadovaná suma,
Compensatory Off,Náhradné voľno,
Contact Number,Kontaktné číslo,
Course,kurz,
Create Disbursement Entry,Založenie záznamu o vyplatení,
Create Salary Slip,Vytvořit výplatní pásce,
Create Salary Slips,Vytvorte výplatné pásky,
Creating Payment Entries......,Vytváranie položiek platby ......,
Creating Salary Slips...,Vytváranie platových taríf ...,
Current,prúd,
Current Job Openings,Aktuálne pracovné príležitosti,
Daily Work Summary,Denný súhrn práce,
Daily Work Summary Group,Denná súhrnná skupina práce,
Date is repeated,Dátum sa opakuje,
Debit A/C Number,Číslo debetnej platby,
Deduction,Dedukce,
Document Status,Stav dokumentu,
Earning,Príjem,
Employee A/C Number,Číslo zamestnanca,
Employee Benefits,Zamestnanecké benefity,
Employee Grade,Zamestnanec stupeň,
Employee Referral,Odporúčanie zamestnancov,
Employee relieved on {0} must be set as 'Left',"Zamestnanec uvoľnený na {0} musí byť nastavený ako ""Opustil""",
Employee {0} already submited an apllication {1} for the payroll period {2},Zamestnanec {0} už predložil žiadosť {1} pre mzdové obdobie {2},
Employee {0} has no maximum benefit amount,Zamestnanec {0} nemá maximálnu výšku dávok,
Employee {0} is not active or does not exist,Zamestnanec {0} nie je aktívny alebo neexistuje,
Employee {0} is on Leave on {1},Zamestnanec {0} je zapnutý Opustiť dňa {1},
Employee {0} on Half day on {1},Zamestnancov {0} o pol dňa na {1},
End time cannot be before start time,Čas ukončenia nemôže byť skôr ako čas začiatku,
Evaluation,ohodnotenie,
Event Location,Umiestnenie udalosti,
Event Name,Názov udalosti,
Expense Claim for Vehicle Log {0},Náklady Nárok na Vehicle Log {0},
Expense Claim {0} already exists for the Vehicle Log,Náklady na poistné {0} už existuje pre jázd,
Fill the form and save it,Vyplňte formulář a uložte jej,
Filter Employees By (Optional),Filtrovať zamestnancov podľa (voliteľné),
Fiscal Year {0} not found,Fiškálny rok {0} nebol nájdený,
Food,Jídlo,
For Employee,Pre zamestnanca,
From Date {0} cannot be after employee's relieving Date {1},Od dátumu {0} nemôže byť po uvoľnení zamestnanca Dátum {1},
From Date {0} cannot be before employee's joining Date {1},Od dátumu {0} nemôže byť pred dátumom spájania zamestnanca {1},
From date can not be less than employee's joining date,Od dátumu nemôže byť menej ako dátum spájania zamestnanca,
Fuel Price,palivo Cena,
Fuel Qty,palivo Množstvo,
Full-time,Na plný úvazek,
Future dates not allowed,Budúce termíny nie sú povolené,
Get Details From Declaration,Získajte podrobnosti z vyhlásenia,
Get Employees,Získajte zamestnancov,
Gross Pay,Hrubé mzdy,
Guest,Host,
Half Day,Pol deň,
Half Day Date is mandatory,Polovičný dátum je povinný,
Half Day Date should be between From Date and To Date,Half Day Date by mala byť v rozmedzí od dátumu a do dnešného dňa,
Half Day Date should be in between Work From Date and Work End Date,Polovičný dátum by mal byť medzi prácou od dátumu a dátumom ukončenia práce,
Half day date should be in between from date and to date,Dátum pol dňa by mal byť medzi dňom a dňom,
Hello,Ahoj,
House rent paid days overlapping with {0},Nájomné za platené dni sa prekrýva s {0},
House rented dates required for exemption calculation,Požadované dátumy pre výpočet výnimky,
House rented dates should be atleast 15 days apart,Prenajaté rodinné domy by mali byť aspoň 15 dní od seba,
Interest Amount,záujem Suma,
Intern,internovať,
Job Description,Popis Práca,
Job Offer,Ponuka práce,
Jobs,jobs,
Leave Approval Notification,Zanechajte oznámenie o schválení,
Leave Blocked,Nechte Blokováno,
Leave Encashment,nechať inkasa,
Leave Status Notification,Zanechať upozornenie na stav,
Leave Type,Leave Type,
Leave Type is madatory,Druh dovolenky je panikavý,
Leave Type {0} cannot be allocated since it is leave without pay,"Nechať Typ {0} nemôže byť pridelená, pretože sa odísť bez zaplatenia",
Leave Type {0} cannot be carry-forwarded,Nechajte typ {0} nemožno vykonávať odovzdávané,
Leave Type {0} is not encashable,Typ ponechania {0} nie je vymeniteľný,
Leave Without Pay,Nechat bez nároku na mzdu,
"Leave cannot be allocated before {0}, as leave balance has already been carry-forwarded in the future leave allocation record {1}","Dovolenka nemôže byť pridelené pred {0}, pretože rovnováha dovolenky už bolo carry-odovzdávané v budúcej pridelenie dovolenku záznamu {1}",
"Leave cannot be applied/cancelled before {0}, as leave balance has already been carry-forwarded in the future leave allocation record {1}","Nechajte nemožno aplikovať / zrušená pred {0}, pretože rovnováha dovolenky už bolo carry-odovzdávané v budúcej pridelenie dovolenku záznamu {1}",
Leave of type {0} cannot be longer than {1},Leave typu {0} nemůže být delší než {1},
Leaves,listy,
Leaves Allocated Successfully for {0},Listy Přidělené úspěšně za {0},
Leaves per Year,Listy za rok,
Lifecycle,Životný cyklus,
Mark Attendance,Označenie účasti,
Max Exemption Amount cannot be greater than maximum exemption amount {0} of Tax Exemption Category {1},Maximálna suma oslobodenia nemôže byť vyššia ako maximálna výška oslobodenia {0} kategórie oslobodenia od dane {1},
Max benefits should be greater than zero to dispense benefits,"Maximálne prínosy by mali byť väčšie ako nula, aby sa vylúčili prínosy",
Maximum amount eligible for the component {0} exceeds {1},Maximálna čiastka oprávnená pre komponent {0} presahuje {1},
Maximum benefit amount of component {0} exceeds {1},Maximálna výška dávky komponentu {0} presahuje {1},
Maximum benefit amount of employee {0} exceeds {1},Maximálna výška dávky zamestnanca {0} presahuje {1},
Maximum leave allowed in the leave type {0} is {1},Maximálna povolená dovolenka v type dovolenky {0} je {1},
Medical,lekársky,
Mode of payment is required to make a payment,Spôsob platby je povinný vykonať platbu,
More than one selection for {0} not allowed,Nie je povolený viac ako jeden výber pre {0},
Net Pay,Net Pay,
Net Pay cannot be less than 0,Čistý Pay nemôže byť nižšia ako 0,
Net Salary Amount,Čistá mzda,
Net pay cannot be negative,Netto plat nemôže byť záporný,
No Employee Found,Nenašiel sa žiadny zamestnanec,
No Salary Structure assigned for Employee {0} on given date {1},Žiadna platová štruktúra priradená zamestnancovi {0} v daný deň {1},
No Staffing Plans found for this Designation,Žiadne personálne plány neboli nájdené pre toto označenie,
No active or default Salary Structure found for employee {0} for the given dates,Žiadny aktívny alebo implicitné Plat Štruktúra nájdených pre zamestnancov {0} pre dané termíny,
No more updates,Žiadne ďalšie aktualizácie,
No replies from,Žiadne odpovede od,
No salary slip found to submit for the above selected criteria OR salary slip already submitted,Žiadna schéma platu sa nepodarilo predložiť na vyššie uvedené kritériá ALEBO platový výkaz už bol predložený,
Nothing to change,Nič sa nemenia,
Notice Period,Výpovedná Lehota,
Only Leave Applications with status 'Approved' and 'Rejected' can be submitted,"Nechajte len aplikácie, ktoré majú status, schválené &#39;i, Zamietnuté&#39; môžu byť predložené",
Optional Holiday List not set for leave period {0},Voliteľný prázdninový zoznam nie je nastavený na obdobie dovolenky {0},
Part-time,Part-time,
Password policy for Salary Slips is not set,Nie je nastavená politika hesiel pre platové pásky,
Payment Days,Platební dny,
Payment of {0} from {1} to {2},Platba {0} od {1} do {2},
Payroll,Mzda,
Payroll Number,Mzdové číslo,
Piecework,Úkolová práce,
Please add the remaining benefits {0} to any of the existing component,Pridajte zvyšné výhody {0} k ľubovoľnému existujúcemu komponentu,
Please confirm once you have completed your training,"Potvrďte, prosím, po dokončení školenia",
Please enable default incoming account before creating Daily Work Summary Group,Pred vytvorením dennej skupinovej pracovnej skupiny aktivujte predvolený prichádzajúci účet,
Please select Company and Designation,Vyberte spoločnosť a označenie,
Please select Employee,Vyberte zamestnanca,
Please select a csv file,Vyberte soubor csv,
Please set default template for Leave Approval Notification in HR Settings.,Nastavte predvolenú šablónu pre upozornenie na povolenie na odchýlku v nastaveniach ľudských zdrojov.,
Please set default template for Leave Status Notification in HR Settings.,Nastavte predvolenú šablónu pre možnosť Ohlásiť stav upozornenia v nastaveniach ľudských zdrojov.,
Please set the Company,Nastavte spoločnosť,
