) for {0},) {0 for ന്,
A {0} exists between {1} and {2} (,"{1}, {2} എന്നിവയ്ക്കിടയിലുള്ള ഒരു {0}",
Absent,അസാന്നിദ്ധ്യം,
Accrual Journal Entry for salaries from {0} to {1},{0} മുതൽ {1} വരെയുള്ള ശമ്പളത്തിനായി കൃത്യമായ ജേണൽ എൻട്രി,
Add to Details,വിശദാംശങ്ങളിലേക്ക് ചേർക്കുക,
Added to details,വിശദാംശങ്ങളിൽ ചേർത്തു,
All Jobs,എല്ലാ ജോലി,
Allocated Leaves,അനുവദിച്ച ഇലകൾ,
Annual Salary,വാർഷിക ശമ്പളം,
Application period cannot be across two allocation records,അപേക്ഷാ കാലയളവ് രണ്ട് വകഭേദാ രേഖകളിലായിരിക്കരുത്,
Application period cannot be outside leave allocation period,അപേക്ഷാ കാലയളവിൽ പുറത്ത് ലീവ് അലോക്കേഷൻ കാലഘട്ടം ആകാൻ പാടില്ല,
Apply Now,ഇപ്പോൾ പ്രയോഗിക്കുക,
Apprentice,വിദേശികൾക്ക്,
Approval Status,അംഗീകാരം അവസ്ഥ,
Approval Status must be 'Approved' or 'Rejected',അംഗീകാരം സ്റ്റാറ്റസ് &#39;അംഗീകരിച്ചു&#39; അല്ലെങ്കിൽ &#39;നിഷേധിക്കപ്പെട്ടിട്ടുണ്ട്&#39; വേണം,
As per your assigned Salary Structure you cannot apply for benefits,നിങ്ങളുടെ ശമ്പള ശമ്പളം അനുസരിച്ച് ആനുകൂല്യങ്ങൾക്ക് അപേക്ഷിക്കാൻ കഴിയില്ല,
Assign,ലഭ്യമാക്കുക,
Assign Salary Structure,ശമ്പള ഘടന നിർവ്വഹിക്കുക,
Assign to Employees,ജീവനക്കാരെ നിയോഗിക്കുക,
Assigning Structures...,ഘടനകൾ നിർണ്ണയിക്കുന്നു ...,
Attendance,ഹാജർ,
Attendance From Date and Attendance To Date is mandatory,തീയതി ആരംഭിക്കുന്ന തീയതിയും ഹാജർ നിന്ന് ഹാജർ നിർബന്ധമാണ്,
Attendance for employee {0} is already marked for this day,ജീവനക്കാർക്ക് ഹാജർ {0} ഇതിനകം ഈ ദിവസം അടയാളപ്പെടുത്തി,
Attendance not submitted for {0} as it is a Holiday.,ഒരു അവധിക്കാലമെന്ന നിലയിൽ {0} എന്നതിനായുള്ള ഹാജർ സമർപ്പിച്ചില്ല.,
Bank Entries,ബാങ്ക് എൻട്രികൾ,
Base,അടിത്തറ,
Beginner,തുടക്കക്കാരി,
Birthday Reminder,ജന്മദിനം ഓർമ്മപ്പെടുത്തൽ,
Bonus Payment Date cannot be a past date,ബോണസ് പേയ്മെന്റ് തീയതി ഒരു കഴിഞ്ഞ തിയതിയായിരിക്കരുത്,
Calls,കോളുകൾ,
Cannot find active Leave Period,സജീവ അവധി കാലാവധി കണ്ടെത്താനായില്ല,
Casual Leave,കാഷ്വൽ ലീവ്,
Claimed Amount,ക്ലെയിം ചെയ്ത തുക,
Compensatory Off,ഓഫാക്കുക നഷ്ടപരിഹാര,
Contact Number,കോൺടാക്റ്റ് നമ്പർ,
Course,ഗതി,
Create Disbursement Entry,വിതരണ എൻട്രി സൃഷ്ടിക്കുക,
Create Salary Slip,ശമ്പളം ജി സൃഷ്ടിക്കുക,
Create Salary Slips,ശമ്പള സ്ലിപ്പുകൾ സൃഷ്ടിക്കുക,
Creating Payment Entries......,പേയ്മെന്റ് എൻട്രികൾ ഉണ്ടാക്കുന്നു ......,
Creating Salary Slips...,ശമ്പള സ്ലിപ്പുകള് സൃഷ്ടിക്കുന്നു ...,
Current,നിലവിൽ,
Current Job Openings,നിലവിൽ ജോലികൾ,
Daily Work Summary,നിത്യജീവിതത്തിലെ ഔദ്യോഗിക ചുരുക്കം,
Daily Work Summary Group,ദിവസേനയുള്ള ചുരുക്കം സംഗ്രഹ ഗ്രൂപ്പ്,
Date is repeated,തീയതി ആവർത്തിക്കുന്നുണ്ട്,
Debit A/C Number,ഡെബിറ്റ് എ / സി നമ്പർ,
Deduction,കുറയ്ക്കല്,
Document Status,ഡോക്യുമെന്റ് അവസ്ഥ,
Earning,സമ്പാദിക്കാനുള്ള,
Employee A/C Number,ജീവനക്കാരുടെ എ / സി നമ്പർ,
Employee Benefits,ജീവനക്കാരുടെ ആനുകൂല്യങ്ങൾ,
