) for {0},} साठी {0},
A {0} exists between {1} and {2} (,{1} आणि {2} दरम्यान एक {0} अस्तित्वात आहे (,
Absent,अनुपस्थित,
Accrual Journal Entry for salaries from {0} to {1},{0} ते {1} पर्यंतच्या पगाराच्या तारखेसाठी उपार्जित जर्नल प्रवेश,
Add to Details,तपशील जोडा,
Added to details,तपशीलामध्ये जोडले,
All Jobs,सर्व नोकरी,
Allocated Leaves,वाटप पाने,
Annual Salary,वार्षिक पगार,
Application period cannot be across two allocation records,अर्ज कालावधी दोन वाटपांच्या रेकॉर्डमध्ये असू शकत नाही,
Application period cannot be outside leave allocation period,अर्ज काळ रजा वाटप कालावधी बाहेर असू शकत नाही,
Apply Now,आता लागू,
Apprentice,शिकाऊ उमेदवार,
Approval Status,मंजूरीची स्थिती,
Approval Status must be 'Approved' or 'Rejected',मंजूरीची स्थिती &#39;मंजूर&#39; किंवा &#39;नाकारलेली&#39; करणे आवश्यक आहे,
As per your assigned Salary Structure you cannot apply for benefits,आपल्या नियुक्त सॅलरी संरचना नुसार आपण लाभांसाठी अर्ज करू शकत नाही,
Assign,वाटप,
Assign Salary Structure,वेतन संरचना नियुक्त करा,
Assign to Employees,कर्मचार्यांना नियुक्त करा,
Assigning Structures...,रचना नियुक्त करीत आहे ...,
Attendance,विधान परिषदेच्या,
Attendance From Date and Attendance To Date is mandatory,उपस्थिती पासून तारीख आणि उपस्थिती पर्यंत  तारीख अनिवार्य आहे,
Attendance for employee {0} is already marked for this day,कर्मचारी {0} हजेरी आधीच आज करीता चिन्हाकृत केले,
Attendance not submitted for {0} as it is a Holiday.,हे हॉलिडे म्हणून {0} साठी उपस्थित नाही.,
Bank Entries,बँक नोंदी,
Base,बेस,
Beginner,नवशिक्या,
Birthday Reminder,वाढदिवस स्मरणपत्र,
Bonus Payment Date cannot be a past date,बोनस देय तारीख एक मागील तारीख असू शकत नाही,
Calls,कॉल,
Cannot find active Leave Period,सक्रिय सुट्टी कालावधी शोधू शकत नाही,
Casual Leave,प्रासंगिक रजा,
Claimed Amount,हक्क सांगितलेली रक्कम,
Compensatory Off,भरपाई देणारा बंद,
Contact Number,संपर्क क्रमांक,
Course,कोर्स,
Create Disbursement Entry,वितरण प्रविष्टी तयार करा,
Create Salary Slip,पगाराच्या स्लिप्स तयार करा,
Create Salary Slips,वेतन स्लिप तयार करा,
Creating Payment Entries......,पेमेंट प्रविष्ट करणे तयार करणे ......,
Creating Salary Slips...,वेतन स्लिप तयार करणे ...,
Current,चालू,
Current Job Openings,वर्तमान नोकरी संबंधी,
Daily Work Summary,दररोज काम सारांश,
Daily Work Summary Group,दैनिक काम सारांश गट,
