) for {0},) за {0},
A {0} exists between {1} and {2} (,А {0} постоји између {1} и {2} (,
Absent,Одсутан,
Accrual Journal Entry for salaries from {0} to {1},Обавештење о дневном обрачуну за плате од {0} до {1},
Add to Details,Додај у Детаљи,
Added to details,Додато у детаље,
All Jobs,Сви послови,
Allocated Leaves,Распоређене листе,
Annual Salary,Годишња плата,
Application period cannot be across two allocation records,Период примене не може бити преко две евиденције алокације,
Application period cannot be outside leave allocation period,Период примене не може бити изван одсуство расподела Период,
Apply Now,Пријавите се,
Apprentice,Шегрт,
Approval Status,Статус одобравања,
Approval Status must be 'Approved' or 'Rejected',"Состояние утверждения должны быть ""Одобрено"" или "" Отклонено """,
As per your assigned Salary Structure you cannot apply for benefits,Према вашој додељеној структури зарада не можете се пријавити за накнаде,
Assign,Доделити,
Assign Salary Structure,Додели структуру плата,
Assign to Employees,Доделите запосленима,
Assigning Structures...,Додела структура ...,
Attendance,Похађање,
Attendance From Date and Attendance To Date is mandatory,Гледалаца Од Датум и радног То Дате је обавезна,
Attendance for employee {0} is already marked for this day,Присуство за запосленог {0} је већ означена за овај дан,
Attendance not submitted for {0} as it is a Holiday.,Присуство није послато за {0} јер је то празник.,
Bank Entries,Банк unosi,
Base,база,
Beginner,почетник,
Birthday Reminder,Рођендански подсетник,
Bonus Payment Date cannot be a past date,Датум плаћања бонуса не може бити прошњи датум,
Calls,Звонки,
Cannot find active Leave Period,Не могу пронаћи активни период отпуста,
Casual Leave,Повседневная Оставить,
Claimed Amount,Захтевани износ,
Compensatory Off,Компенсационные Выкл,
Contact Number,Контакт број,
Course,курс,
Create Disbursement Entry,Направите унос исплате,
Create Salary Slip,Направи Слип платама,
Create Salary Slips,Направите листе плата,
Creating Payment Entries......,Креирање уплата за уплате ......,
Creating Salary Slips...,Креирање плата ...,
Current,Тренутни,
Current Job Openings,Цуррент Јоб Опенингс,
Daily Work Summary,Дневни Рад Преглед,
Daily Work Summary Group,Дневна радна група,
Date is repeated,Датум се понавља,
Debit A/C Number,Дебитни А / Ц број,
Deduction,Одузимање,
Document Status,Документ статус,
Earning,Стицање,
Employee A/C Number,Број службеника А / Ц,
Employee Benefits,Примања запослених,
Employee Grade,Разред запослених,
Employee Referral,Упућивање запослених,
Employee relieved on {0} must be set as 'Left',"Сотрудник освобожден от {0} должен быть установлен как "" левые""",
